M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,Total_Sales,Date
2.0,0.34,4.0,2.0,0.0,0.0,0.0,0.0,2014,12,10,Monday,8.34,2014-12-15
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,12,11,Monday,3.0,2014-12-15
0.0,0.34,0.0,2.0,3.0,0.0,0.0,0.0,2014,12,12,Monday,5.34,2014-12-15
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2014,12,13,Monday,4.0,2014-12-15
0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2014,12,14,Monday,9.0,2014-12-15
0.34,0.0,0.0,8.0,2.0,0.0,0.0,0.0,2014,12,15,Monday,10.34,2014-12-15
0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2014,12,16,Monday,6.0,2014-12-15
0.0,0.34,0.0,5.0,0.0,0.0,0.0,0.0,2014,12,17,Monday,5.34,2014-12-15
0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2014,12,18,Monday,5.0,2014-12-15
0.0,1.0,0.3,4.0,0.0,0.0,0.0,1.0,2014,12,19,Monday,6.3,2014-12-15
0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,2014,12,20,Monday,10.0,2014-12-15
0.0,0.0,0.34,2.0,2.0,0.0,2.0,0.0,2014,12,21,Monday,6.34,2014-12-15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Monday,0.0,2014-12-15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Monday,0.0,2014-12-15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,2014,12,8,Tuesday,8.0,2014-12-16
0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,2014,12,9,Tuesday,10.0,2014-12-16
0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2014,12,10,Tuesday,5.0,2014-12-16
0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2014,12,11,Tuesday,3.0,2014-12-16
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,12,12,Tuesday,2.0,2014-12-16
1.34,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,12,13,Tuesday,3.34,2014-12-16
0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2014,12,14,Tuesday,9.0,2014-12-16
0.0,0.0,1.2,3.0,1.0,0.0,0.0,0.0,2014,12,15,Tuesday,5.2,2014-12-16
0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,2014,12,16,Tuesday,8.0,2014-12-16
0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2014,12,17,Tuesday,4.0,2014-12-16
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,12,18,Tuesday,4.0,2014-12-16
1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,12,19,Tuesday,3.0,2014-12-16
1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,12,20,Tuesday,3.0,2014-12-16
0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,21,Tuesday,0.34,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Tuesday,0.0,2014-12-16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2014,12,8,Wednesday,3.0,2014-12-17
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,12,9,Wednesday,1.0,2014-12-17
0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2014,12,10,Wednesday,4.0,2014-12-17
0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,2014,12,11,Wednesday,10.0,2014-12-17
1.0,0.0,0.0,3.4,3.0,0.0,0.0,0.0,2014,12,12,Wednesday,7.4,2014-12-17
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2014,12,13,Wednesday,3.0,2014-12-17
0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2014,12,14,Wednesday,5.0,2014-12-17
0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,2014,12,15,Wednesday,1.4,2014-12-17
0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2014,12,16,Wednesday,5.0,2014-12-17
0.0,0.33,0.4,4.2,0.0,0.0,0.0,0.0,2014,12,17,Wednesday,4.93,2014-12-17
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,12,18,Wednesday,2.0,2014-12-17
0.0,0.34,0.0,5.0,1.0,0.0,4.0,0.0,2014,12,19,Wednesday,10.34,2014-12-17
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,12,20,Wednesday,3.0,2014-12-17
0.0,0.0,0.1,0.0,1.0,0.0,4.0,0.0,2014,12,21,Wednesday,5.1,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Wednesday,0.0,2014-12-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Thursday,0.0,2014-12-18
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,12,8,Thursday,2.0,2014-12-18
0.0,0.0,0.2,1.0,3.0,0.0,0.0,0.0,2014,12,9,Thursday,4.2,2014-12-18
0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2014,12,10,Thursday,6.0,2014-12-18
0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,2014,12,11,Thursday,1.2,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,12,Thursday,0.0,2014-12-18
0.0,0.34,1.0,7.0,1.0,0.0,0.0,0.0,2014,12,13,Thursday,9.34,2014-12-18
0.0,0.0,0.0,2.4,2.0,0.0,0.0,0.0,2014,12,14,Thursday,4.4,2014-12-18
5.0,0.33,0.0,2.0,1.0,0.0,0.0,0.0,2014,12,15,Thursday,8.33,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,16,Thursday,0.0,2014-12-18
0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,2014,12,17,Thursday,2.5,2014-12-18
0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2014,12,18,Thursday,4.0,2014-12-18
0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2014,12,19,Thursday,4.0,2014-12-18
0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,2014,12,20,Thursday,1.3,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,21,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Thursday,0.0,2014-12-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,8,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,9,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,10,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,11,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,12,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,13,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,14,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,15,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,16,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,17,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,18,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,19,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,20,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,21,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Friday,0.0,2014-12-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Saturday,0.0,2014-12-20
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,12,8,Saturday,3.0,2014-12-20
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2014,12,9,Saturday,3.0,2014-12-20
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,10,Saturday,1.0,2014-12-20
0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2014,12,11,Saturday,8.0,2014-12-20
1.0,0.33,1.0,2.0,2.0,0.0,0.0,0.0,2014,12,12,Saturday,6.33,2014-12-20
0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2014,12,13,Saturday,5.0,2014-12-20
0.0,0.33,0.0,1.0,2.0,0.0,0.0,0.0,2014,12,14,Saturday,3.33,2014-12-20
0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2014,12,15,Saturday,4.0,2014-12-20
0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,2014,12,16,Saturday,1.2,2014-12-20
0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,2014,12,17,Saturday,10.0,2014-12-20
0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2014,12,18,Saturday,0.6,2014-12-20
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,12,19,Saturday,1.0,2014-12-20
0.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,2014,12,20,Saturday,3.5,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,21,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Saturday,0.0,2014-12-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Sunday,0.0,2014-12-21
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,12,8,Sunday,3.0,2014-12-21
1.0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,2014,12,9,Sunday,2.33,2014-12-21
0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2014,12,10,Sunday,6.0,2014-12-21
0.33,2.0,1.0,4.0,1.0,0.0,0.0,0.0,2014,12,11,Sunday,8.33,2014-12-21
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,12,12,Sunday,2.0,2014-12-21
0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2014,12,13,Sunday,6.0,2014-12-21
0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,2014,12,14,Sunday,9.0,2014-12-21
2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2014,12,15,Sunday,19.0,2014-12-21
0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2014,12,16,Sunday,3.5,2014-12-21
1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2014,12,17,Sunday,5.0,2014-12-21
0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,2014,12,18,Sunday,11.0,2014-12-21
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2014,12,19,Sunday,5.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,20,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,21,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Sunday,0.0,2014-12-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Monday,0.0,2014-12-22
0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,2014,12,8,Monday,1.2,2014-12-22
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,12,9,Monday,1.0,2014-12-22
1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2014,12,10,Monday,7.0,2014-12-22
0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2014,12,11,Monday,10.0,2014-12-22
0.0,0.0,0.0,1.0,9.0,0.0,2.0,1.0,2014,12,12,Monday,13.0,2014-12-22
0.0,0.34,0.0,0.4,11.0,0.0,0.0,0.0,2014,12,13,Monday,11.74,2014-12-22
0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2014,12,14,Monday,5.0,2014-12-22
0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2014,12,15,Monday,7.0,2014-12-22
0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2014,12,16,Monday,3.0,2014-12-22
1.0,0.34,0.0,1.0,2.0,0.0,4.0,0.0,2014,12,17,Monday,8.34,2014-12-22
0.34,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2014,12,18,Monday,2.34,2014-12-22
1.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,2014,12,19,Monday,10.0,2014-12-22
0.0,2.0,0.284,3.0,4.0,0.0,0.0,1.0,2014,12,20,Monday,10.284,2014-12-22
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,12,21,Monday,1.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Monday,0.0,2014-12-22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Tuesday,0.0,2014-12-23
2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2014,12,8,Tuesday,4.0,2014-12-23
0.0,0.0,1.0,0.6,1.0,0.0,10.0,0.0,2014,12,9,Tuesday,12.6,2014-12-23
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,12,10,Tuesday,1.0,2014-12-23
0.0,0.0,0.0,5.4,1.0,0.0,0.0,0.0,2014,12,11,Tuesday,6.4,2014-12-23
0.5,0.33,0.0,2.0,1.0,0.0,0.0,0.0,2014,12,12,Tuesday,3.83,2014-12-23
0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2014,12,13,Tuesday,4.0,2014-12-23
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2014,12,14,Tuesday,4.0,2014-12-23
1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2014,12,15,Tuesday,7.0,2014-12-23
0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2014,12,16,Tuesday,6.0,2014-12-23
1.0,0.33,0.0,1.1,3.0,0.0,0.0,0.0,2014,12,17,Tuesday,5.43,2014-12-23
1.0,0.0,0.0,1.2,1.0,0.0,0.0,0.0,2014,12,18,Tuesday,3.2,2014-12-23
1.0,0.34,0.0,1.0,0.0,1.0,5.0,0.0,2014,12,19,Tuesday,8.34,2014-12-23
3.0,0.0,0.6,11.4,2.0,0.0,0.0,0.0,2014,12,20,Tuesday,17.0,2014-12-23
1.0,0.0,1.0,3.7,0.0,0.0,0.0,0.0,2014,12,21,Tuesday,5.7,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Tuesday,0.0,2014-12-23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,2014,12,8,Wednesday,7.0,2014-12-24
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,12,9,Wednesday,1.0,2014-12-24
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2014,12,10,Wednesday,3.0,2014-12-24
0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2014,12,11,Wednesday,9.0,2014-12-24
1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2014,12,12,Wednesday,5.0,2014-12-24
0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2014,12,13,Wednesday,5.0,2014-12-24
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2014,12,14,Wednesday,3.0,2014-12-24
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,12,15,Wednesday,4.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,12,16,Wednesday,1.0,2014-12-24
0.0,0.0,0.0,11.4,0.0,0.0,1.0,0.0,2014,12,17,Wednesday,12.4,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,18,Wednesday,0.0,2014-12-24
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,12,19,Wednesday,2.0,2014-12-24
0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,2014,12,20,Wednesday,8.0,2014-12-24
0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,2014,12,21,Wednesday,6.2,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,22,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,23,Wednesday,0.0,2014-12-24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,0,Thursday,0.0,2014-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,1,Thursday,0.0,2014-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,2,Thursday,0.0,2014-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,3,Thursday,0.0,2014-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,4,Thursday,0.0,2014-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,5,Thursday,0.0,2014-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,6,Thursday,0.0,2014-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,7,Thursday,0.0,2014-12-25
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2014,12,8,Thursday,2.0,2014-12-25
0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2014,12,9,Thursday,5.0,2014-12-25
0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2014,12,10,Thursday,5.0,2014-12-25
0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2014,12,11,Thursday,6.0,2014-12-25
0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,2014,12,12,Thursday,7.0,2014-12-25
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2014,12,13,Thursday,5.0,2014-12-25
5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2014,12,14,Thursday,10.0,2014-12-25
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,12,15,Thursday,2.0,2014-12-25
0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2014,12,16,Thursday,4.0,2014-12-25
1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,2014,12,17,Thursday,8.0,2014-12-25
0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2014,12,18,Thursday,6.0,2014-12-25
0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2014,12,19,Thursday,8.0,2014-12-25
1.34,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2014,12,20,Thursday,2.84,2014-12-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,21,Thursday,0.0,2014-12-25
